pair,year,a,b,c,d,label
TAKHZYRO|MUSCLE SPASMS,2025,0,84,4952,1554093,0
TAKHZYRO|NECK PAIN,2024,3,240,1055,450940,0
TAKHZYRO|NECK PAIN,2025,0,84,2117,1556928,0
TAKHZYRO|OBESITY,2024,4,239,1576,450419,0
TAKHZYRO|OBESITY,2025,0,84,2378,1556667,0
TAKHZYRO|PAIN,2024,5,238,3701,448294,1
TAKHZYRO|PAIN,2025,3,81,13931,1545114,1
TAKHZYRO|PRODUCT AVAILABILITY ISSUE,2024,4,239,103,451892,1
TAKHZYRO|PRODUCT AVAILABILITY ISSUE,2025,3,81,262,1558783,1
TAKHZYRO|PRODUCT DISTRIBUTION ISSUE,2024,7,236,156,451839,0
TAKHZYRO|PRODUCT DISTRIBUTION ISSUE,2025,0,84,310,1558735,0
TAKHZYRO|PRODUCT DOSE OMISSION IN ERROR,2024,5,238,202,451793,0
TAKHZYRO|PRODUCT DOSE OMISSION IN ERROR,2025,2,82,581,1558464,0
TAKHZYRO|PRODUCT DOSE OMISSION ISSUE,2024,6,237,1198,450797,0
TAKHZYRO|PRODUCT DOSE OMISSION ISSUE,2025,2,82,5024,1554021,0
TAKHZYRO|PRODUCT PRESCRIBING ISSUE,2024,4,239,140,451855,0
TAKHZYRO|PRODUCT PRESCRIBING ISSUE,2025,0,84,359,1558686,0
TAKHZYRO|PRODUCT TAMPERING,2024,3,240,17,451978,0
TAKHZYRO|PRODUCT TAMPERING,2025,0,84,1,1559044,0
TAKHZYRO|PRODUCT USE ISSUE,2024,7,236,2307,449688,0
TAKHZYRO|PRODUCT USE ISSUE,2025,2,82,7810,1551235,0
TAKHZYRO|SELF ESTEEM DECREASED,2024,4,239,5,451990,0
TAKHZYRO|SELF ESTEEM DECREASED,2025,0,84,0,1559045,0
TAKHZYRO|SKIN CANCER,2024,3,240,19,451976,0
TAKHZYRO|SKIN CANCER,2025,0,84,134,1558911,0
TAKHZYRO|STRESS,2024,7,236,428,451567,0
TAKHZYRO|STRESS,2025,0,84,1106,1557939,0
TAKHZYRO|TREATMENT NONCOMPLIANCE,2024,4,239,125,451870,1
TAKHZYRO|TREATMENT NONCOMPLIANCE,2025,3,81,825,1558220,1
TAKHZYRO|URTICARIA,2024,5,238,2812,449183,0
TAKHZYRO|URTICARIA,2025,1,83,6006,1553039,0
TAKHZYRO|WEIGHT DECREASED,2024,9,234,2380,449615,0
TAKHZYRO|WEIGHT DECREASED,2025,2,82,4879,1554166,0
TALTZ|HEAVY MENSTRUAL BLEEDING,2024,4,32,34,452168,0
TALTZ|HEAVY MENSTRUAL BLEEDING,2025,0,149,84,1558896,0
TALTZ|HIRSUTISM,2024,4,32,4,452198,0
TALTZ|HIRSUTISM,2025,0,149,5,1558975,0
TAMSULOSIN HYDROCHLORIDE|COUGH,2024,3,145,1534,450556,1
TAMSULOSIN HYDROCHLORIDE|COUGH,2025,10,500,5658,1552961,1
TAMSULOSIN HYDROCHLORIDE|DECREASED APPETITE,2024,3,145,2228,449862,0
TAMSULOSIN HYDROCHLORIDE|DECREASED APPETITE,2025,1,509,10293,1548326,0
TAMSULOSIN HYDROCHLORIDE|DEVICE DEFECTIVE,2024,5,143,123,451967,0
TAMSULOSIN HYDROCHLORIDE|DEVICE DEFECTIVE,2025,0,510,120,1558499,0
TAMSULOSIN HYDROCHLORIDE|FALL,2024,3,145,967,451123,1
TAMSULOSIN HYDROCHLORIDE|FALL,2025,5,505,5143,1553476,1
TAMSULOSIN HYDROCHLORIDE|HEART RATE DECREASED,2024,3,145,180,451910,0
TAMSULOSIN HYDROCHLORIDE|HEART RATE DECREASED,2025,0,510,565,1558054,0
TASIGNA|HAEMOGLOBIN DECREASED,2024,14,75,229,451920,0
TASIGNA|HAEMOGLOBIN DECREASED,2025,0,97,952,1558080,0
TASIGNA|JAUNDICE,2024,14,75,85,452064,0
TASIGNA|JAUNDICE,2025,0,97,168,1558864,0
TASIGNA|OFF LABEL USE,2024,14,75,6553,445596,0
TASIGNA|OFF LABEL USE,2025,0,97,27944,1531088,0
TASIGNA|WHITE BLOOD CELL COUNT DECREASED,2024,14,75,223,451926,0
TASIGNA|WHITE BLOOD CELL COUNT DECREASED,2025,0,97,1903,1557129,0
TAVALISSE|BLISTER,2024,5,121,1653,450459,0
TAVALISSE|BLISTER,2025,0,16,5358,1553755,0
TAVALISSE|C-REACTIVE PROTEIN INCREASED,2024,6,120,1310,450802,0
TAVALISSE|C-REACTIVE PROTEIN INCREASED,2025,0,16,5244,1553869,0
TAVALISSE|CONJUNCTIVAL HAEMORRHAGE,2024,6,120,61,452051,0
TAVALISSE|CONJUNCTIVAL HAEMORRHAGE,2025,0,16,3,1559110,0
TAVALISSE|GASTROINTESTINAL HAEMORRHAGE,2024,5,121,144,451968,0
TAVALISSE|GASTROINTESTINAL HAEMORRHAGE,2025,0,16,656,1558457,0
TAVALISSE|HYPERTENSION,2024,5,121,4911,447201,0
TAVALISSE|HYPERTENSION,2025,0,16,8698,1550415,0
TAVALISSE|IMMUNE THROMBOCYTOPENIA,2024,24,102,261,451851,0
TAVALISSE|IMMUNE THROMBOCYTOPENIA,2025,0,16,103,1559010,0
TAVALISSE|LIVER DISORDER,2024,5,121,1833,450279,0
TAVALISSE|LIVER DISORDER,2025,0,16,3870,1555243,0
TAVALISSE|ORAL HERPES,2024,6,120,225,451887,0
TAVALISSE|ORAL HERPES,2025,0,16,268,1558845,0
TAVALISSE|PLATELET COUNT DECREASED,2024,30,96,507,451605,0
TAVALISSE|PLATELET COUNT DECREASED,2025,0,16,1221,1557892,0
TAVALISSE|PLATELET COUNT INCREASED,2024,5,121,51,452061,0
TAVALISSE|PLATELET COUNT INCREASED,2025,0,16,286,1558827,0
TAVALISSE|PNEUMONIA,2024,5,121,3021,449091,0
TAVALISSE|PNEUMONIA,2025,0,16,9875,1549238,0
TAVALISSE|PYREXIA,2024,6,120,3171,448941,0
TAVALISSE|PYREXIA,2025,0,16,9293,1549820,0
TAVALISSE|SINUSITIS,2024,6,120,2362,449750,0
TAVALISSE|SINUSITIS,2025,0,16,5859,1553254,0
TAVALISSE|THERAPEUTIC RESPONSE DECREASED,2024,6,120,197,451915,0
TAVALISSE|THERAPEUTIC RESPONSE DECREASED,2025,0,16,2656,1556457,0
TAVALISSE|VIRAL INFECTION,2024,6,120,305,451807,0
TAVALISSE|VIRAL INFECTION,2025,0,16,523,1558590,0
TAVNEOS|HEPATIC FUNCTION ABNORMAL,2024,3,25,52,452158,0
TAVNEOS|HEPATIC FUNCTION ABNORMAL,2025,0,172,392,1558565,0
TAVNEOS|INTENTIONAL UNDERDOSE,2024,3,25,31,452179,0
TAVNEOS|INTENTIONAL UNDERDOSE,2025,0,172,14,1558943,0
TAVNEOS|SUBSTANCE-INDUCED PSYCHOTIC DISORDER,2024,3,25,13,452197,0
TAVNEOS|SUBSTANCE-INDUCED PSYCHOTIC DISORDER,2025,0,172,12,1558945,0
TECLISTAMAB|CYTOKINE RELEASE SYNDROME,2024,3,6,63,452166,0
TECLISTAMAB|CYTOKINE RELEASE SYNDROME,2025,1,34,569,1558525,0
TECLISTAMAB|STAPHYLOCOCCAL ABSCESS,2024,3,6,4,452225,0
TECLISTAMAB|STAPHYLOCOCCAL ABSCESS,2025,0,35,0,1559094,0
TECLISTAMAB|STAPHYLOCOCCAL BACTERAEMIA,2024,3,6,127,452102,0
TECLISTAMAB|STAPHYLOCOCCAL BACTERAEMIA,2025,0,35,196,1558898,0
TEDUGLUTIDE|ABDOMINAL DISTENSION,2024,25,1774,1185,449254,1
TEDUGLUTIDE|ABDOMINAL DISTENSION,2025,13,390,2969,1555757,1
TEDUGLUTIDE|ABDOMINAL PAIN,2024,14,1785,854,449585,1
TEDUGLUTIDE|ABDOMINAL PAIN,2025,17,386,5619,1553107,1
TEDUGLUTIDE|ABDOMINAL PAIN UPPER,2024,37,1762,1423,449016,1
TEDUGLUTIDE|ABDOMINAL PAIN UPPER,2025,9,394,5793,1552933,1
TEDUGLUTIDE|ABDOMINAL WALL MASS,2024,10,1789,2,450437,0
TEDUGLUTIDE|ABDOMINAL WALL MASS,2025,0,403,0,1558726,0
TEDUGLUTIDE|ABNORMAL BEHAVIOUR,2024,4,1795,12,450427,0
TEDUGLUTIDE|ABNORMAL BEHAVIOUR,2025,0,403,173,1558553,0
TEDUGLUTIDE|ABNORMAL FAECES,2024,14,1785,26,450413,0
TEDUGLUTIDE|ABNORMAL FAECES,2025,0,403,90,1558636,0
TEDUGLUTIDE|ADJUSTMENT DISORDER,2024,12,1787,7,450432,0
TEDUGLUTIDE|ADJUSTMENT DISORDER,2025,0,403,518,1558208,0
TEDUGLUTIDE|ANAEMIA,2024,12,1787,906,449533,0
TEDUGLUTIDE|ANAEMIA,2025,0,403,3210,1555516,0
TEDUGLUTIDE|ARTHROPOD BITE,2024,10,1789,55,450384,0
TEDUGLUTIDE|ARTHROPOD BITE,2025,0,403,50,1558676,0
TEDUGLUTIDE|ASTHENIA,2024,20,1779,1840,448599,0
TEDUGLUTIDE|ASTHENIA,2025,0,403,9078,1549648,0
TEDUGLUTIDE|BACTERAEMIA,2024,10,1789,103,450336,0
TEDUGLUTIDE|BACTERAEMIA,2025,0,403,265,1558461,0
TEDUGLUTIDE|BILIARY DILATATION,2024,14,1785,26,450413,0
TEDUGLUTIDE|BILIARY DILATATION,2025,0,403,24,1558702,0
TEDUGLUTIDE|BLOOD CREATINE INCREASED,2024,9,1790,17,450422,0
TEDUGLUTIDE|BLOOD CREATINE INCREASED,2025,0,403,8,1558718,0
TEDUGLUTIDE|BLOOD GLUCOSE DECREASED,2024,7,1792,59,450380,0
TEDUGLUTIDE|BLOOD GLUCOSE DECREASED,2025,0,403,326,1558400,0
TEDUGLUTIDE|BLOOD IRON DECREASED,2024,10,1789,225,450214,0
TEDUGLUTIDE|BLOOD IRON DECREASED,2025,0,403,396,1558330,0
TEDUGLUTIDE|BLOOD MAGNESIUM DECREASED,2024,10,1789,23,450416,0
TEDUGLUTIDE|BLOOD MAGNESIUM DECREASED,2025,0,403,90,1558636,0
TEDUGLUTIDE|BLOOD PH DECREASED,2024,14,1785,26,450413,0
TEDUGLUTIDE|BLOOD PH DECREASED,2025,0,403,0,1558726,0
TEDUGLUTIDE|BLOOD PRESSURE DECREASED,2024,24,1775,187,450252,0
TEDUGLUTIDE|BLOOD PRESSURE DECREASED,2025,0,403,868,1557858,0
TEDUGLUTIDE|BLOOD URINE PRESENT,2024,14,1785,115,450324,0
TEDUGLUTIDE|BLOOD URINE PRESENT,2025,0,403,137,1558589,0
TEDUGLUTIDE|BREAST CYST,2024,13,1786,4,450435,0
TEDUGLUTIDE|BREAST CYST,2025,0,403,0,1558726,0
TEDUGLUTIDE|CANDIDA INFECTION,2024,9,1790,359,450080,0
TEDUGLUTIDE|CANDIDA INFECTION,2025,0,403,1084,1557642,0
TEDUGLUTIDE|CARDIAC FAILURE,2024,4,1795,269,450170,0
TEDUGLUTIDE|CARDIAC FAILURE,2025,0,403,1001,1557725,0
TEDUGLUTIDE|CEREBRAL HAEMORRHAGE,2024,4,1795,284,450155,0
TEDUGLUTIDE|CEREBRAL HAEMORRHAGE,2025,0,403,332,1558394,0
TEDUGLUTIDE|CHOLECYSTITIS INFECTIVE,2024,7,1792,48,450391,0
TEDUGLUTIDE|CHOLECYSTITIS INFECTIVE,2025,0,403,69,1558657,0
TEDUGLUTIDE|CHOLELITHIASIS,2024,14,1785,124,450315,0
TEDUGLUTIDE|CHOLELITHIASIS,2025,0,403,590,1558136,0
TEDUGLUTIDE|CONSTIPATION,2024,17,1782,736,449703,1
TEDUGLUTIDE|CONSTIPATION,2025,17,386,4923,1553803,1
TEDUGLUTIDE|CROHN^S DISEASE,2024,14,1785,1480,448959,0
TEDUGLUTIDE|CROHN^S DISEASE,2025,0,403,2531,1556195,0
TEDUGLUTIDE|DEFAECATION URGENCY,2024,14,1785,182,450257,0
TEDUGLUTIDE|DEFAECATION URGENCY,2025,0,403,208,1558518,0
TEDUGLUTIDE|DEHYDRATION,2024,54,1745,366,450073,1
TEDUGLUTIDE|DEHYDRATION,2025,8,395,1208,1557518,1
TEDUGLUTIDE|DIARRHOEA,2024,37,1762,3008,447431,1
TEDUGLUTIDE|DIARRHOEA,2025,17,386,13281,1545445,1
TEDUGLUTIDE|EATING DISORDER,2024,10,1789,56,450383,1
TEDUGLUTIDE|EATING DISORDER,2025,4,399,685,1558041,1
TEDUGLUTIDE|EXTRA DOSE ADMINISTERED,2024,17,1782,65,450374,0
TEDUGLUTIDE|EXTRA DOSE ADMINISTERED,2025,0,403,330,1558396,0
TEDUGLUTIDE|FAECAL VOLUME DECREASED,2024,14,1785,43,450396,0
TEDUGLUTIDE|FAECAL VOLUME DECREASED,2025,0,403,2,1558724,0
TEDUGLUTIDE|FAECAL VOLUME INCREASED,2024,21,1778,28,450411,0
TEDUGLUTIDE|FAECAL VOLUME INCREASED,2025,0,403,0,1558726,0
TEDUGLUTIDE|FAECES DISCOLOURED,2024,24,1775,134,450305,0
TEDUGLUTIDE|FAECES DISCOLOURED,2025,0,403,176,1558550,0
TEDUGLUTIDE|FAECES HARD,2024,14,1785,164,450275,0
TEDUGLUTIDE|FAECES HARD,2025,0,403,46,1558680,0
TEDUGLUTIDE|FALL,2024,10,1789,960,449479,0
TEDUGLUTIDE|FALL,2025,0,403,5148,1553578,0
TEDUGLUTIDE|FLATULENCE,2024,4,1795,139,450300,1
TEDUGLUTIDE|FLATULENCE,2025,5,398,791,1557935,1
TEDUGLUTIDE|FLUID IMBALANCE,2024,10,1789,25,450414,0
TEDUGLUTIDE|FLUID IMBALANCE,2025,0,403,3,1558723,0
TEDUGLUTIDE|FLUID RETENTION,2024,4,1795,196,450243,0
TEDUGLUTIDE|FLUID RETENTION,2025,0,403,1119,1557607,0
TEDUGLUTIDE|FOLATE DEFICIENCY,2024,12,1787,7,450432,0
TEDUGLUTIDE|FOLATE DEFICIENCY,2025,0,403,30,1558696,0
TEDUGLUTIDE|FOOD ALLERGY,2024,14,1785,247,450192,0
TEDUGLUTIDE|FOOD ALLERGY,2025,0,403,541,1558185,0
TEDUGLUTIDE|FUNGAL INFECTION,2024,13,1786,122,450317,0
TEDUGLUTIDE|FUNGAL INFECTION,2025,0,403,275,1558451,0
TEDUGLUTIDE|GASTRITIS,2024,14,1785,125,450314,0
TEDUGLUTIDE|GASTRITIS,2025,0,403,264,1558462,0
TEDUGLUTIDE|GASTROENTERITIS VIRAL,2024,7,1792,150,450289,1
TEDUGLUTIDE|GASTROENTERITIS VIRAL,2025,4,399,251,1558475,1
TEDUGLUTIDE|GASTROINTESTINAL HAEMORRHAGE,2024,22,1777,127,450312,0
TEDUGLUTIDE|GASTROINTESTINAL HAEMORRHAGE,2025,0,403,656,1558070,0
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT ABNORMAL,2024,13,1786,4,450435,0
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT ABNORMAL,2025,0,403,0,1558726,0
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT DECREASED,2024,13,1786,16,450423,0
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT DECREASED,2025,0,403,0,1558726,0
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT INCREASED,2024,19,1780,18,450421,1
TEDUGLUTIDE|GASTROINTESTINAL STOMA OUTPUT INCREASED,2025,5,398,0,1558726,1
TEDUGLUTIDE|GOUT,2024,7,1792,46,450393,0
TEDUGLUTIDE|GOUT,2025,0,403,1223,1557503,0
TEDUGLUTIDE|HAEMATOCHEZIA,2024,24,1775,432,450007,0
TEDUGLUTIDE|HAEMATOCHEZIA,2025,0,403,1013,1557713,0
TEDUGLUTIDE|HEPATIC FUNCTION ABNORMAL,2024,4,1795,51,450388,0
TEDUGLUTIDE|HEPATIC FUNCTION ABNORMAL,2025,0,403,392,1558334,0
TEDUGLUTIDE|HEPATOMEGALY,2024,14,1785,26,450413,0
TEDUGLUTIDE|HEPATOMEGALY,2025,0,403,66,1558660,0
TEDUGLUTIDE|HERPES SIMPLEX,2024,4,1795,60,450379,0
TEDUGLUTIDE|HERPES SIMPLEX,2025,0,403,99,1558627,0
TEDUGLUTIDE|HERPES VIRUS INFECTION,2024,4,1795,60,450379,0
TEDUGLUTIDE|HERPES VIRUS INFECTION,2025,0,403,52,1558674,0
TEDUGLUTIDE|HOT FLUSH,2024,10,1789,108,450331,0
TEDUGLUTIDE|HOT FLUSH,2025,0,403,692,1558034,0
TEDUGLUTIDE|ILLNESS,2024,30,1769,714,449725,1
TEDUGLUTIDE|ILLNESS,2025,5,398,1901,1556825,1
TEDUGLUTIDE|IMPAIRED GASTRIC EMPTYING,2024,4,1795,81,450358,0
TEDUGLUTIDE|IMPAIRED GASTRIC EMPTYING,2025,0,403,432,1558294,0
TEDUGLUTIDE|INCORRECT DOSE ADMINISTERED,2024,7,1792,275,450164,0
TEDUGLUTIDE|INCORRECT DOSE ADMINISTERED,2025,0,403,1537,1557189,0
TEDUGLUTIDE|INCREASED APPETITE,2024,14,1785,41,450398,0
TEDUGLUTIDE|INCREASED APPETITE,2025,0,403,192,1558534,0
TEDUGLUTIDE|INFLUENZA,2024,14,1785,542,449897,0
TEDUGLUTIDE|INFLUENZA,2025,0,403,1988,1556738,0
TEDUGLUTIDE|INJECTION SITE BRUISING,2024,13,1786,96,450343,0
TEDUGLUTIDE|INJECTION SITE BRUISING,2025,0,403,567,1558159,0
TEDUGLUTIDE|INJECTION SITE ERYTHEMA,2024,7,1792,88,450351,0
TEDUGLUTIDE|INJECTION SITE ERYTHEMA,2025,0,403,495,1558231,0
TEDUGLUTIDE|INJECTION SITE PAIN,2024,20,1779,402,450037,0
TEDUGLUTIDE|INJECTION SITE PAIN,2025,0,403,1920,1556806,0
TEDUGLUTIDE|INJECTION SITE PRURITUS,2024,13,1786,49,450390,0
TEDUGLUTIDE|INJECTION SITE PRURITUS,2025,0,403,404,1558322,0
TEDUGLUTIDE|INTESTINAL OBSTRUCTION,2024,4,1795,170,450269,1
TEDUGLUTIDE|INTESTINAL OBSTRUCTION,2025,8,395,477,1558249,1
TEDUGLUTIDE|INTESTINAL ULCER,2024,14,1785,26,450413,0
TEDUGLUTIDE|INTESTINAL ULCER,2025,0,403,2,1558724,0
TEDUGLUTIDE|JAUNDICE,2024,13,1786,86,450353,0
TEDUGLUTIDE|JAUNDICE,2025,0,403,168,1558558,0
TEDUGLUTIDE|JOINT INJURY,2024,10,1789,166,450273,0
TEDUGLUTIDE|JOINT INJURY,2025,0,403,678,1558048,0
TEDUGLUTIDE|LETHARGY,2024,4,1795,146,450293,0
TEDUGLUTIDE|LETHARGY,2025,0,403,566,1558160,0
TEDUGLUTIDE|LEUKAEMIA,2024,10,1789,15,450424,0
TEDUGLUTIDE|LEUKAEMIA,2025,0,403,53,1558673,0
TEDUGLUTIDE|LYMPHADENITIS,2024,4,1795,76,450363,0
TEDUGLUTIDE|LYMPHADENITIS,2025,0,403,22,1558704,0
TEDUGLUTIDE|MUSCLE SPASMS,2024,20,1779,1783,448656,0
TEDUGLUTIDE|MUSCLE SPASMS,2025,0,403,4952,1553774,0
TEDUGLUTIDE|NAIL BED INFLAMMATION,2024,10,1789,264,450175,0
TEDUGLUTIDE|NAIL BED INFLAMMATION,2025,0,403,808,1557918,0
TEDUGLUTIDE|NAIL DISCOLOURATION,2024,10,1789,87,450352,0
TEDUGLUTIDE|NAIL DISCOLOURATION,2025,0,403,18,1558708,0
TEDUGLUTIDE|NAIL DISCOMFORT,2024,10,1789,25,450414,0
TEDUGLUTIDE|NAIL DISCOMFORT,2025,0,403,0,1558726,0
TEDUGLUTIDE|NEEDLE ISSUE,2024,7,1792,56,450383,0
TEDUGLUTIDE|NEEDLE ISSUE,2025,0,403,306,1558420,0
TEDUGLUTIDE|OBSTRUCTION,2024,4,1795,38,450401,0
TEDUGLUTIDE|OBSTRUCTION,2025,0,403,15,1558711,0
TEDUGLUTIDE|ONYCHOLYSIS,2024,10,1789,67,450372,0
TEDUGLUTIDE|ONYCHOLYSIS,2025,0,403,6,1558720,0
TEDUGLUTIDE|ORAL DISCOMFORT,2024,4,1795,82,450357,0
TEDUGLUTIDE|ORAL DISCOMFORT,2025,0,403,75,1558651,0
TEDUGLUTIDE|ORAL VIRAL INFECTION,2024,9,1790,16,450423,0
TEDUGLUTIDE|ORAL VIRAL INFECTION,2025,0,403,0,1558726,0
TEDUGLUTIDE|PANCYTOPENIA,2024,7,1792,98,450341,0
TEDUGLUTIDE|PANCYTOPENIA,2025,0,403,970,1557756,0
TEDUGLUTIDE|PHOTOSENSITIVITY REACTION,2024,10,1789,25,450414,0
TEDUGLUTIDE|PHOTOSENSITIVITY REACTION,2025,0,403,163,1558563,0
TEDUGLUTIDE|POOR PERSONAL HYGIENE,2024,9,1790,16,450423,0
TEDUGLUTIDE|POOR PERSONAL HYGIENE,2025,0,403,0,1558726,0
TEDUGLUTIDE|PRODUCT ADMINISTERED AT INAPPROPRIATE SITE,2024,14,1785,43,450396,0
TEDUGLUTIDE|PRODUCT ADMINISTERED AT INAPPROPRIATE SITE,2025,0,403,88,1558638,0
TEDUGLUTIDE|PRODUCT DISTRIBUTION ISSUE,2024,14,1785,149,450290,0
TEDUGLUTIDE|PRODUCT DISTRIBUTION ISSUE,2025,0,403,310,1558416,0
TEDUGLUTIDE|PRODUCT DOSE OMISSION ISSUE,2024,44,1755,1160,449279,1
TEDUGLUTIDE|PRODUCT DOSE OMISSION ISSUE,2025,8,395,5018,1553708,1
TEDUGLUTIDE|PRODUCT PACKAGING QUANTITY ISSUE,2024,13,1786,4,450435,0
TEDUGLUTIDE|PRODUCT PACKAGING QUANTITY ISSUE,2025,0,403,98,1558628,0
TEDUGLUTIDE|PRODUCT RECONSTITUTION QUALITY ISSUE,2024,9,1790,18,450421,0
TEDUGLUTIDE|PRODUCT RECONSTITUTION QUALITY ISSUE,2025,0,403,5,1558721,0
TEDUGLUTIDE|PUNCTURE SITE ERYTHEMA,2024,4,1795,60,450379,0
TEDUGLUTIDE|PUNCTURE SITE ERYTHEMA,2025,0,403,0,1558726,0
TEDUGLUTIDE|RASH ERYTHEMATOUS,2024,7,1792,346,450093,0
TEDUGLUTIDE|RASH ERYTHEMATOUS,2025,0,403,431,1558295,0
TEDUGLUTIDE|RENAL IMPAIRMENT,2024,14,1785,131,450308,0
TEDUGLUTIDE|RENAL IMPAIRMENT,2025,0,403,912,1557814,0
TEDUGLUTIDE|RHINOVIRUS INFECTION,2024,14,1785,105,450334,0
TEDUGLUTIDE|RHINOVIRUS INFECTION,2025,0,403,73,1558653,0
TEDUGLUTIDE|SEBORRHOEIC DERMATITIS,2024,4,1795,60,450379,0
TEDUGLUTIDE|SEBORRHOEIC DERMATITIS,2025,0,403,8,1558718,0
TEDUGLUTIDE|SEPSIS,2024,12,1787,423,450016,1
TEDUGLUTIDE|SEPSIS,2025,4,399,3482,1555244,1
TEDUGLUTIDE|SKIN PAPILLOMA,2024,4,1795,68,450371,0
TEDUGLUTIDE|SKIN PAPILLOMA,2025,0,403,50,1558676,0
TEDUGLUTIDE|SOLAR LENTIGO,2024,7,1792,2,450437,0
TEDUGLUTIDE|SOLAR LENTIGO,2025,0,403,1,1558725,0
TEDUGLUTIDE|STOMA COMPLICATION,2024,17,1782,4,450435,0
TEDUGLUTIDE|STOMA COMPLICATION,2025,0,403,10,1558716,0
TEDUGLUTIDE|STOMA OBSTRUCTION,2024,9,1790,16,450423,0
TEDUGLUTIDE|STOMA OBSTRUCTION,2025,0,403,0,1558726,0
TEDUGLUTIDE|STOMA SITE COMPLICATION,2024,4,1795,60,450379,0
TEDUGLUTIDE|STOMA SITE COMPLICATION,2025,0,403,0,1558726,0
TEDUGLUTIDE|STOMA SITE HAEMORRHAGE,2024,4,1795,60,450379,0
TEDUGLUTIDE|STOMA SITE HAEMORRHAGE,2025,0,403,39,1558687,0
TEDUGLUTIDE|STOMA SITE INFECTION,2024,4,1795,0,450439,0
TEDUGLUTIDE|STOMA SITE INFECTION,2025,0,403,5,1558721,0
TEDUGLUTIDE|STRESS,2024,10,1789,425,450014,0
TEDUGLUTIDE|STRESS,2025,0,403,1106,1557620,0
TEDUGLUTIDE|SUICIDAL IDEATION,2024,12,1787,85,450354,0
TEDUGLUTIDE|SUICIDAL IDEATION,2025,0,403,711,1558015,0
TEDUGLUTIDE|SYRINGE ISSUE,2024,10,1789,26,450413,0
TEDUGLUTIDE|SYRINGE ISSUE,2025,0,403,66,1558660,0
TEDUGLUTIDE|THROMBOSIS,2024,8,1791,235,450204,0
TEDUGLUTIDE|THROMBOSIS,2025,0,403,2005,1556721,0
TEDUGLUTIDE|TICK-BORNE FEVER,2024,10,1789,25,450414,0
TEDUGLUTIDE|TICK-BORNE FEVER,2025,0,403,0,1558726,0
TEDUGLUTIDE|URINARY TRACT INFECTION,2024,23,1776,818,449621,1
TEDUGLUTIDE|URINARY TRACT INFECTION,2025,5,398,2438,1556288,1
TEDUGLUTIDE|URINE OUTPUT DECREASED,2024,14,1785,47,450392,0
TEDUGLUTIDE|URINE OUTPUT DECREASED,2025,0,403,32,1558694,0
TEDUGLUTIDE|URINE OUTPUT INCREASED,2024,14,1785,26,450413,0
TEDUGLUTIDE|URINE OUTPUT INCREASED,2025,0,403,14,1558712,0
TEDUGLUTIDE|VASCULAR DEVICE INFECTION,2024,30,1769,520,449919,1
TEDUGLUTIDE|VASCULAR DEVICE INFECTION,2025,13,390,919,1557807,1
TEDUGLUTIDE|VIRAL INFECTION,2024,14,1785,297,450142,0
TEDUGLUTIDE|VIRAL INFECTION,2025,0,403,523,1558203,0
TEDUGLUTIDE|VOMITING,2024,32,1767,3151,447288,1
TEDUGLUTIDE|VOMITING,2025,8,395,12686,1546040,1
TEDUGLUTIDE|WEIGHT DECREASED,2024,57,1742,2332,448107,1
TEDUGLUTIDE|WEIGHT DECREASED,2025,14,389,4867,1553859,1
TEDUGLUTIDE|WEIGHT INCREASED,2024,41,1758,3396,447043,0
TEDUGLUTIDE|WEIGHT INCREASED,2025,4,399,8242,1550484,0
TELMISARTAN|CHOLELITHIASIS,2024,4,199,134,451901,1
TELMISARTAN|CHOLELITHIASIS,2025,3,817,587,1557722,1
TELMISARTAN|PHLEBITIS,2024,3,200,64,451971,0
TELMISARTAN|PHLEBITIS,2025,0,820,163,1558146,0
TELMISARTAN|PRURITUS,2024,8,195,4179,447856,0
TELMISARTAN|PRURITUS,2025,3,817,8612,1549697,0
TELMISARTAN|THROAT IRRITATION,2024,5,198,235,451800,0
TELMISARTAN|THROAT IRRITATION,2025,0,820,801,1557508,0
TEMAZEPAM|MUSCULAR WEAKNESS,2024,3,139,1551,450545,0
TEMAZEPAM|MUSCULAR WEAKNESS,2025,0,374,4108,1554647,0
TEMESTA|BACK PAIN,2024,3,66,890,451279,1
TEMESTA|BACK PAIN,2025,8,232,3407,1555482,1
TEMESTA|BRAIN OEDEMA,2024,3,66,255,451914,1
TEMESTA|BRAIN OEDEMA,2025,8,232,891,1557998,1
TEMESTA|C-REACTIVE PROTEIN INCREASED,2024,3,66,1313,450856,1
TEMESTA|C-REACTIVE PROTEIN INCREASED,2025,9,231,5235,1553654,1
TEMESTA|CANDIDA INFECTION,2024,3,66,365,451804,1
TEMESTA|CANDIDA INFECTION,2025,8,232,1076,1557813,1
TEMESTA|ECZEMA,2024,3,66,522,451647,1
TEMESTA|ECZEMA,2025,8,232,1526,1557363,1
TEMESTA|FATIGUE,2024,3,66,4302,447867,1
TEMESTA|FATIGUE,2025,8,232,15623,1543266,1
TEMESTA|METASTASES TO CENTRAL NERVOUS SYSTEM,2024,3,66,248,451921,1
